Transaction ID,Customer ID,Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age (days),Transaction Hour,is_fraud
TR12261,1812,3876.550919217784,Credit Card,Clothing,6,45,1,271,13,0
TR12262,1361,3248.421169206842,Credit Card,Clothing,1,35,0,142,14,0
TR12263,1648,1002.7136690814996,PayPal,Clothing,8,50,1,241,0,1
TR12264,1432,1991.6438977695445,Bank Transfer,Books,5,32,1,267,17,0
TR12265,1928,365.407903391251,Credit Card,Clothing,2,45,0,292,23,0
TR12266,1995,2263.8519030951056,Credit Card,Home & Kitchen,5,45,1,256,14,0
TR12267,1099,4851.993669497007,Credit Card,Clothing,4,57,1,203,21,1
TR12268,1657,3212.2362308791435,PayPal,Books,7,58,0,46,14,0
TR12269,1008,781.5164481708496,PayPal,Books,8,29,0,81,22,0
TR12270,1573,1350.2025222794086,Bank Transfer,Home & Kitchen,1,40,0,277,20,1
TR12271,1696,332.2224950497086,Credit Card,Home & Kitchen,1,47,1,250,11,1
TR12272,1028,920.2453118583102,Bank Transfer,Books,8,41,1,268,13,1
TR12273,1892,2444.3298009541113,Debit Card,Books,4,26,0,255,22,0
TR12274,1113,1730.8333433288774,PayPal,Home & Kitchen,8,59,1,43,4,1
TR12275,1461,1027.7719633707457,Credit Card,Books,7,30,1,214,6,1
TR12276,1920,741.5260836786518,PayPal,Electronics,9,59,0,231,3,1
TR12277,1142,3283.794873716258,Bank Transfer,Clothing,7,37,1,281,4,0
TR12278,1389,2794.930860595527,Debit Card,Books,4,36,1,211,9,1
TR12279,1631,4214.775157952191,Credit Card,Books,5,21,1,127,4,0
TR12280,1681,924.4318997814897,PayPal,Books,7,43,0,210,20,0
TR12281,1156,4241.447445041948,Debit Card,Electronics,2,68,0,173,18,0
TR12282,1334,2893.776751073682,Bank Transfer,Clothing,3,35,0,338,4,1
TR12283,1860,1338.453737958781,Bank Transfer,Home & Kitchen,3,50,1,279,13,0
TR12284,1259,1375.030171436871,PayPal,Electronics,9,37,1,139,21,1
TR12285,1081,1957.9981468178235,PayPal,Electronics,2,60,0,229,6,0
TR12286,1753,2306.0348111673034,Credit Card,Home & Kitchen,4,38,0,300,19,1
TR12287,1440,421.70037283704454,Bank Transfer,Home & Kitchen,8,57,0,296,10,1
TR12288,1944,4211.575836674976,Credit Card,Books,1,40,0,120,2,1
TR12289,1171,616.4899359277284,PayPal,Home & Kitchen,9,28,1,342,23,0
TR12290,1230,2422.4646167191095,Debit Card,Electronics,6,23,0,95,20,1
TR12291,1719,1921.0114836226996,Credit Card,Books,4,23,1,298,10,0
TR12292,1074,2566.3125507165946,Bank Transfer,Home & Kitchen,5,60,1,208,12,1
TR12293,1269,4438.537760170178,PayPal,Electronics,7,54,1,242,6,1
TR12294,1898,4945.55081588197,PayPal,Clothing,8,28,1,219,10,1
TR12295,1625,111.15414968696422,Credit Card,Home & Kitchen,5,53,0,37,15,1
TR12296,1061,1972.264764308719,Credit Card,Electronics,7,25,0,177,14,1
TR12297,1873,4089.8765492770453,PayPal,Books,3,41,1,148,23,0
TR12298,1319,1639.7483725072655,Credit Card,Home & Kitchen,2,60,0,157,11,1
TR12299,1101,3248.690517833423,PayPal,Home & Kitchen,2,27,0,130,10,0
TR12300,1428,4961.373426794637,Bank Transfer,Books,3,60,1,253,8,0
TR12301,1873,3237.3887311915596,Debit Card,Books,6,36,0,230,13,1
TR12302,1721,564.8449743401119,Credit Card,Electronics,1,41,1,315,12,0
TR12303,1953,4216.230465200388,Bank Transfer,Books,3,50,0,336,21,0
TR12304,1254,4833.620612089723,Bank Transfer,Electronics,3,57,0,177,9,1
TR12305,1531,3565.4170222813495,Credit Card,Electronics,2,40,0,323,22,0
TR12306,1569,2101.1498182169207,Bank Transfer,Books,1,24,0,280,7,0
TR12307,1111,4742.516874973668,PayPal,Home & Kitchen,1,65,1,244,21,0
TR12308,1984,4843.1743550955,Credit Card,Books,1,22,0,37,21,1
TR12309,1312,4676.232550060796,Debit Card,Books,8,54,0,149,17,0
TR12310,1997,2064.9768215273025,PayPal,Clothing,6,65,1,163,13,1
TR12311,1460,3950.641293104546,Bank Transfer,Clothing,9,64,1,201,12,1
TR12312,1707,3274.355001579959,Bank Transfer,Books,3,42,1,158,4,0
TR12313,1886,906.7362627690782,Debit Card,Home & Kitchen,7,30,1,74,2,1
TR12314,1461,2682.2193593689985,Debit Card,Home & Kitchen,6,27,1,107,1,0
TR12315,1864,3740.9781355518985,Bank Transfer,Electronics,9,34,1,328,4,0
TR12316,1091,4480.602257066894,Debit Card,Books,9,57,0,54,21,0
TR12317,1051,4314.365868328702,Debit Card,Books,9,31,1,297,18,0
TR12318,1804,781.7459159255557,Bank Transfer,Clothing,7,28,1,239,22,0
TR12319,1519,2445.285899961202,PayPal,Clothing,9,63,0,323,2,0
TR12320,1811,2396.560461009317,Credit Card,Clothing,7,27,0,136,18,0
TR12321,1097,4494.697938870632,Bank Transfer,Electronics,9,64,0,341,5,1
TR12322,1235,19.667172592965578,Debit Card,Books,2,63,0,287,1,0
TR12323,1900,3696.180552758369,Debit Card,Clothing,2,58,1,41,21,0
TR12324,1373,3097.021167565864,PayPal,Books,7,47,1,222,10,0
TR12325,1580,4608.641651151065,Bank Transfer,Electronics,6,67,1,270,20,0
TR12326,1926,2290.0175781553726,Bank Transfer,Home & Kitchen,6,61,1,279,19,0
TR12327,1556,3291.7845268787482,Debit Card,Electronics,5,33,0,136,9,0
TR12328,1648,4864.007681803496,Bank Transfer,Books,1,54,0,342,11,1
TR12329,1233,3722.0797769503847,Debit Card,Books,7,31,1,196,15,1
TR12330,1031,346.2460309075392,Debit Card,Books,2,47,0,226,11,0
TR12331,1288,845.9924193536459,Debit Card,Home & Kitchen,8,21,0,145,17,0
TR12332,1637,4109.041003769143,Credit Card,Books,7,56,0,354,23,1
TR12333,1578,1680.629749458558,Debit Card,Clothing,2,20,0,274,18,1
TR12334,1541,3532.5313718853918,PayPal,Home & Kitchen,2,38,1,223,3,0
TR12335,1113,3502.1204293857018,Bank Transfer,Home & Kitchen,8,39,1,196,8,1
TR12336,1203,4968.565611707142,Credit Card,Home & Kitchen,5,21,0,213,13,1
TR12337,1028,2354.6648909453406,Bank Transfer,Electronics,8,40,1,200,21,0
TR12338,1642,3691.7834789245567,PayPal,Electronics,1,21,0,60,2,0
TR12339,1473,253.27685765765065,Credit Card,Electronics,9,23,0,287,6,1
TR12340,1696,2318.329193258512,Bank Transfer,Home & Kitchen,8,55,1,85,11,1
TR12341,1252,941.5409086374834,Credit Card,Home & Kitchen,6,66,0,77,1,1
TR12342,1797,4204.452043048753,Debit Card,Books,8,42,1,292,22,1
TR12343,1904,4201.142576760194,Debit Card,Home & Kitchen,1,19,1,69,19,1
TR12344,1921,1189.4584593214195,Bank Transfer,Clothing,8,50,0,60,5,0
TR12345,1385,1598.2429140511763,PayPal,Electronics,1,54,1,151,8,0
TR12346,1061,3515.364144457157,Credit Card,Books,4,51,0,100,10,1
TR12347,1514,3693.9469578272124,Credit Card,Clothing,3,43,0,88,22,0
TR12348,1429,3291.581694550725,Bank Transfer,Clothing,3,32,1,189,13,0
TR12349,1579,4983.506241255544,Debit Card,Clothing,9,38,1,58,23,1
TR12350,1536,4344.729227805709,Credit Card,Home & Kitchen,8,34,0,219,8,1
TR12351,1690,2091.1238149550873,Debit Card,Electronics,8,64,0,308,4,1
TR12352,1140,1641.6138404939993,Debit Card,Clothing,7,37,0,131,16,1
TR12353,1742,2988.2802425004415,PayPal,Books,8,65,0,229,7,1
TR12354,1299,4090.005315809184,Debit Card,Electronics,8,25,0,238,19,0
TR12355,1674,2381.963933945399,Debit Card,Electronics,6,24,0,134,21,1
TR12356,1310,3691.0861080898812,Credit Card,Home & Kitchen,8,18,1,260,6,0
TR12357,1470,105.60859713515154,PayPal,Clothing,2,20,0,249,4,0
TR12358,1392,4629.94214040754,PayPal,Books,7,55,0,113,14,0
TR12359,1641,3871.4352903021077,Bank Transfer,Home & Kitchen,3,55,1,239,14,0
TR12360,1444,1977.0085329530232,Bank Transfer,Electronics,8,51,1,172,8,1
TR12361,1757,1926.2215043412675,Bank Transfer,Clothing,5,48,1,324,16,1
TR12362,1808,523.4051706650416,PayPal,Electronics,5,25,1,69,23,0
TR12363,1171,4082.6070821738167,Debit Card,Electronics,3,68,0,194,22,1
TR12364,1575,3845.46125119335,PayPal,Home & Kitchen,1,42,0,302,15,1
TR12365,1030,3154.946040602725,Debit Card,Books,2,45,1,257,2,0
TR12366,1046,516.2677959987323,Bank Transfer,Clothing,2,42,0,101,0,1
TR12367,1129,1319.0834145289832,Bank Transfer,Home & Kitchen,7,69,1,246,16,1
TR12368,1351,2299.9832215904453,Debit Card,Books,2,18,1,207,0,1
TR12369,1977,1337.1999993834875,Debit Card,Home & Kitchen,7,33,0,190,10,0
TR12370,1844,2175.529876532989,Bank Transfer,Books,1,20,1,280,19,0
TR12371,1621,1137.528127781885,Debit Card,Electronics,2,60,0,314,4,1
TR12372,1580,1754.5065139920234,PayPal,Clothing,7,65,0,305,12,0
TR12373,1057,3264.961449147172,Bank Transfer,Clothing,7,54,0,173,21,1
TR12374,1105,4462.881793090679,PayPal,Clothing,2,65,1,266,16,1
TR12375,1811,1931.303099351798,Bank Transfer,Home & Kitchen,7,31,0,288,23,0
TR12376,1329,3462.62207349218,Credit Card,Home & Kitchen,9,31,1,54,11,1
TR12377,1767,682.6175010487763,PayPal,Books,8,59,0,159,0,0
TR12378,1823,2708.68170950025,Credit Card,Home & Kitchen,6,66,1,288,5,1
TR12379,1682,4609.304085517023,Bank Transfer,Electronics,4,66,0,355,3,0
TR12380,1382,149.39966424234325,PayPal,Books,3,57,0,220,1,1
TR12381,1984,1345.1112350167746,PayPal,Home & Kitchen,8,32,0,344,21,0
TR12382,1161,671.1427330639199,PayPal,Clothing,3,40,0,88,17,0
TR12383,1996,2670.2761826871097,Debit Card,Electronics,5,19,1,315,23,0
TR12384,1285,3401.4158957159134,PayPal,Clothing,3,45,0,125,13,1
TR12385,1070,298.3181683949156,PayPal,Books,9,60,0,189,21,0
TR12386,1766,360.71925899635096,Credit Card,Books,7,56,1,247,21,0
TR12387,1453,4349.449671817038,PayPal,Home & Kitchen,3,28,1,258,1,0
TR12388,1885,2286.6034113518663,Debit Card,Books,7,44,1,362,13,0
TR12389,1566,2320.128482196853,PayPal,Books,4,39,0,38,20,0
TR12390,1834,4723.456170841003,Credit Card,Clothing,1,31,0,342,10,0
TR12391,1396,1607.8459552220095,PayPal,Books,4,34,1,354,6,1
TR12392,1514,4486.147998693624,PayPal,Electronics,8,56,1,221,18,1
TR12393,1025,4871.531175435555,Credit Card,Home & Kitchen,6,19,0,78,3,1
TR12394,1312,1216.0540462756474,Bank Transfer,Books,1,47,0,198,0,0
TR12395,1125,2575.053857570589,PayPal,Electronics,1,46,1,331,14,0
TR12396,1407,2676.4372029722895,Bank Transfer,Home & Kitchen,4,56,1,225,17,0
TR12397,1564,4332.178877842399,Credit Card,Electronics,6,67,1,206,9,0
TR12398,1197,1526.5016005452896,Credit Card,Electronics,4,37,1,46,17,1
TR12399,1810,3992.23179233354,Bank Transfer,Books,9,49,1,149,8,1
TR12400,1187,4855.326882477279,Debit Card,Clothing,2,18,1,287,1,0
TR12401,1697,4203.279897194053,Debit Card,Home & Kitchen,6,52,0,95,22,0
TR12402,1816,4546.61001444902,Credit Card,Books,7,38,0,113,7,1
TR12403,1809,3544.688651323418,Debit Card,Books,4,23,1,167,16,0
TR12404,1715,4520.739243783097,Debit Card,Home & Kitchen,5,36,0,105,5,1
TR12405,1483,832.6046704081135,Credit Card,Home & Kitchen,5,52,0,357,20,1
TR12406,1449,3564.6834610577134,PayPal,Books,2,33,1,165,6,0
TR12407,1522,3662.068001307666,PayPal,Electronics,5,30,1,326,4,1
TR12408,1870,2201.512923032109,PayPal,Clothing,5,31,1,248,10,0
TR12409,1353,407.8949521159815,Debit Card,Clothing,5,27,1,67,3,1
TR12410,1985,3115.994293841528,Bank Transfer,Home & Kitchen,4,30,0,274,17,0
TR12411,1657,268.88522478669853,Debit Card,Home & Kitchen,4,49,0,97,9,1
TR12412,1596,1918.188455821182,PayPal,Electronics,7,47,0,318,0,0
TR12413,1099,1974.4144425890008,Credit Card,Electronics,6,23,1,180,18,1
TR12414,1615,4994.623317232031,Credit Card,Books,8,30,1,215,22,1
TR12415,1947,1506.0121483082614,Credit Card,Electronics,1,35,0,143,5,1
TR12416,1557,4104.065150239207,Debit Card,Clothing,2,35,0,274,6,1
TR12417,1555,275.32670923958545,Bank Transfer,Electronics,2,40,1,142,7,1
TR12418,1277,2653.5322670753435,PayPal,Electronics,2,53,0,349,23,0
TR12419,1692,2688.0914759945003,Credit Card,Electronics,3,45,1,69,3,1
TR12420,1698,3147.461767440367,PayPal,Home & Kitchen,6,66,1,252,3,1
TR12421,1989,4051.925964915792,PayPal,Electronics,3,23,0,202,0,1
TR12422,1625,3811.9976747985083,Debit Card,Home & Kitchen,7,33,0,237,4,1
TR12423,1490,3807.4305603785488,Credit Card,Clothing,3,42,0,201,16,1
TR12424,1254,2167.1467322781914,Debit Card,Clothing,6,29,0,221,21,0
TR12425,1380,3640.0826975079667,PayPal,Home & Kitchen,2,59,0,82,3,0
TR12426,1891,2461.665431568116,PayPal,Home & Kitchen,2,45,1,174,23,0
TR12427,1541,344.08637994156095,PayPal,Electronics,3,46,1,266,4,0
TR12428,1263,4452.007095232518,Credit Card,Electronics,8,44,0,98,22,1
TR12429,1609,4451.914897632414,Credit Card,Clothing,9,30,1,104,21,0
TR12430,1824,1621.1650356291452,Credit Card,Clothing,2,33,0,302,21,1
TR12431,1878,4570.374070211891,PayPal,Clothing,7,39,1,128,13,0
TR12432,1328,3792.3403521403566,PayPal,Clothing,1,37,1,319,10,0
TR12433,1114,2009.9981420014954,Bank Transfer,Books,4,50,0,80,12,0
TR12434,1275,1664.212936142015,Credit Card,Electronics,6,24,0,136,14,0
TR12435,1487,4875.962069936644,PayPal,Electronics,7,53,1,284,13,1
TR12436,1280,3566.0085459254415,PayPal,Books,3,61,1,244,7,1
TR12437,1274,1900.2616743082888,Bank Transfer,Clothing,3,26,1,325,17,1
TR12438,1772,3213.4996010242176,Bank Transfer,Electronics,5,69,1,240,6,1
TR12439,1842,2861.9157331964707,PayPal,Electronics,3,28,1,319,4,1
TR12440,1718,2627.454713292764,Credit Card,Home & Kitchen,9,42,0,265,18,1
TR12441,1895,3227.062475071101,Debit Card,Books,2,50,0,149,14,1
TR12442,1327,2692.755347680006,Debit Card,Home & Kitchen,7,59,0,69,18,0
TR12443,1210,3277.403864895039,Debit Card,Books,7,64,1,175,4,0
TR12444,1726,4538.767125495959,Credit Card,Books,3,37,0,265,1,0
TR12445,1922,4966.392191044906,PayPal,Books,8,51,1,229,22,1
TR12446,1551,3549.3414980065863,Debit Card,Clothing,3,42,0,309,5,0
TR12447,1991,4639.825800734659,Debit Card,Books,5,67,1,140,3,0
TR12448,1025,4293.467166875941,Credit Card,Clothing,1,61,0,263,7,0
TR12449,1026,1482.236615926583,PayPal,Books,4,32,0,259,20,0
TR12450,1701,4665.210835384748,PayPal,Clothing,2,44,1,188,22,0
TR12451,1082,363.33691026258117,Credit Card,Clothing,5,67,1,238,7,1
TR12452,1895,1656.3098870072888,Debit Card,Clothing,4,50,0,117,7,0
TR12453,1945,3203.325226172952,PayPal,Electronics,4,48,0,131,5,0
TR12454,1681,2639.3080750167587,PayPal,Home & Kitchen,4,32,1,259,7,0
TR12455,1412,2716.637840218519,Debit Card,Home & Kitchen,5,30,1,56,20,0
TR12456,1166,3976.4927657082276,Credit Card,Home & Kitchen,9,58,0,119,17,0
TR12457,1699,981.5713746080995,Debit Card,Electronics,9,33,0,326,12,0
TR12458,1168,4910.5567947376185,Bank Transfer,Electronics,4,47,0,328,8,0
TR12459,1800,2192.9165542128812,PayPal,Electronics,9,34,0,180,9,1
TR12460,1978,4749.71789137992,Credit Card,Books,8,35,0,280,8,1
TR12461,1228,1921.748163839195,Debit Card,Books,5,38,0,48,20,0
TR12462,1978,3012.915477569662,Debit Card,Books,8,49,1,242,7,1
TR12463,1608,2257.054241902449,Credit Card,Books,7,29,0,121,0,0
TR12464,1366,3382.916467621332,PayPal,Books,2,18,0,220,9,0
TR12465,1527,926.2873996270906,Credit Card,Home & Kitchen,8,30,1,139,23,0
TR12466,1790,2009.1363788740198,Bank Transfer,Home & Kitchen,9,25,1,260,12,0
TR12467,1646,351.22179931608275,Credit Card,Home & Kitchen,2,61,1,332,13,1
TR12468,1537,2994.5260707801676,Bank Transfer,Home & Kitchen,2,66,1,182,17,1
TR12469,1863,4813.781675959723,PayPal,Home & Kitchen,9,58,0,244,1,1
TR12470,1523,239.0735106353549,Debit Card,Electronics,1,31,1,42,3,1
TR12471,1071,3301.553822262817,Bank Transfer,Electronics,3,33,1,279,10,1
TR12472,1644,3877.738838551922,Bank Transfer,Books,3,67,1,216,18,0
TR12473,1105,1073.411036646368,Credit Card,Home & Kitchen,6,36,1,157,8,1
TR12474,1731,1372.6407239090497,Credit Card,Books,7,27,0,67,18,1
TR12475,1884,1015.8896203377764,Debit Card,Electronics,3,48,0,172,8,0
TR12476,1964,1494.0890570147742,PayPal,Books,8,53,1,328,15,1
TR12477,1688,559.3119703749371,Bank Transfer,Home & Kitchen,2,20,0,283,13,0
TR12478,1281,1858.0358777142576,Debit Card,Home & Kitchen,3,19,1,330,4,1
TR12479,1132,1850.9566846188302,Bank Transfer,Home & Kitchen,2,54,1,144,23,0
TR12480,1533,4038.2646084609905,Debit Card,Electronics,2,35,0,61,22,1
TR12481,1974,4006.781994847585,Credit Card,Books,6,31,1,322,23,1
TR12482,1268,3985.6495829137302,Credit Card,Clothing,3,19,0,102,8,0
TR12483,1411,2839.5092069624625,PayPal,Clothing,3,41,0,318,17,0
TR12484,1672,1636.1446274630093,Credit Card,Clothing,9,19,1,83,8,0
TR12485,1618,2060.7129368381643,Debit Card,Clothing,1,41,1,309,0,1
TR12486,1790,1595.5400887627882,Bank Transfer,Clothing,9,31,0,30,23,1
TR12487,1864,2913.8202458537994,Debit Card,Electronics,2,18,0,92,19,0
TR12488,1746,4690.515815355195,PayPal,Home & Kitchen,2,63,1,317,3,1
TR12489,1017,1429.638952438014,Credit Card,Clothing,5,28,1,208,12,0
TR12490,1753,2299.670570054187,Credit Card,Clothing,6,32,1,167,13,1
TR12491,1116,3279.0334813953073,Bank Transfer,Clothing,8,25,0,50,19,0
TR12492,1797,4225.027609859958,PayPal,Books,1,46,1,44,21,1
TR12493,1793,1274.1362639984145,PayPal,Home & Kitchen,5,47,0,81,13,0
TR12494,1143,1408.6468553921488,Credit Card,Clothing,8,59,0,294,11,1
TR12495,1716,4426.976005957122,PayPal,Electronics,2,42,1,33,20,1
TR12496,1550,410.48801872915703,Debit Card,Home & Kitchen,9,20,1,240,5,0
TR12497,1928,3031.183553776391,PayPal,Home & Kitchen,4,67,1,57,4,0
TR12498,1665,4303.6725263189755,Debit Card,Home & Kitchen,7,18,0,247,4,0
TR12499,1687,4609.496324254151,Debit Card,Books,1,44,1,149,4,1
TR12500,1960,73.30939862201512,Debit Card,Home & Kitchen,2,41,1,282,17,1
TR12501,1752,1854.6332276959795,Credit Card,Clothing,1,41,1,205,9,0
TR12502,1421,1293.7512827440228,Debit Card,Clothing,8,57,0,265,20,1
TR12503,1897,2844.4826179858687,Bank Transfer,Books,1,20,0,282,18,0
TR12504,1368,3167.98276130001,PayPal,Electronics,9,18,0,139,5,1
TR12505,1645,4998.874643251588,Debit Card,Books,7,24,0,56,13,1
TR12506,1557,2568.684859525639,Bank Transfer,Books,5,39,1,132,16,1
TR12507,1049,2761.819724898976,Credit Card,Clothing,1,28,0,49,8,1
TR12508,1677,2077.424403950153,Credit Card,Home & Kitchen,4,21,1,188,10,0
TR12509,1105,746.9094168144926,Credit Card,Books,3,35,1,246,7,1
TR12510,1215,1523.5899550001864,Credit Card,Electronics,7,28,1,339,9,0
TR12511,1657,1242.4547393780488,PayPal,Clothing,1,50,1,156,15,1
TR12512,1922,4008.086259828227,Credit Card,Home & Kitchen,4,60,0,78,21,0
TR12513,1424,2733.623943546039,PayPal,Electronics,5,58,1,128,17,1
TR12514,1071,1488.0062147745568,Bank Transfer,Books,3,19,1,148,18,1
TR12515,1987,2450.573585438581,Credit Card,Electronics,5,40,1,132,9,1
TR12516,1841,1102.1357666461233,Credit Card,Books,4,42,1,333,23,1
TR12517,1784,933.7844813603575,Bank Transfer,Books,5,26,0,121,15,0
TR12518,1758,4301.111763837011,Bank Transfer,Books,9,37,1,119,8,0
TR12519,1445,4724.606163786033,PayPal,Books,8,63,1,178,15,0
TR12520,1924,409.27289305666955,Debit Card,Books,8,64,1,164,10,1
TR12521,1185,3826.7647088602384,PayPal,Clothing,2,26,1,317,16,1
TR12522,1069,2272.024566772178,Debit Card,Books,3,32,0,99,8,1
TR12523,1973,1950.9684901281842,PayPal,Home & Kitchen,4,59,1,334,8,1
TR12524,1149,3450.162434643627,Debit Card,Books,1,51,0,214,15,0
TR12525,1245,1338.6058898184847,Credit Card,Clothing,9,32,1,307,17,1
TR12526,1773,112.70031915510104,Debit Card,Electronics,2,50,0,160,0,0
TR12527,1537,1077.874210621875,Bank Transfer,Home & Kitchen,2,61,1,179,16,0
TR12528,1934,932.7761327787529,Bank Transfer,Electronics,8,39,1,109,2,0
TR12529,1651,179.90641395227698,Debit Card,Electronics,9,69,0,324,0,1
TR12530,1098,1613.3639259713432,Credit Card,Home & Kitchen,1,53,0,177,3,0
TR12531,1909,2377.847482235558,Credit Card,Clothing,2,30,1,170,15,0
TR12532,1277,3681.7851982823863,Debit Card,Books,5,59,1,68,19,0
TR12533,1562,1635.0500142080582,Debit Card,Books,9,31,1,80,23,0
TR12534,1662,980.7559256321396,Bank Transfer,Books,5,59,1,221,21,0
TR12535,1943,1160.7926485754908,Bank Transfer,Electronics,7,60,1,330,1,0
TR12536,1454,4456.973625016955,PayPal,Home & Kitchen,6,32,0,271,4,0
TR12537,1103,1031.5548280226703,Credit Card,Books,6,50,0,36,8,0
TR12538,1945,4397.4109309073865,Credit Card,Books,2,20,1,354,18,0
TR12539,1600,2241.023987484099,Credit Card,Clothing,8,24,0,262,1,0
TR12540,1652,4672.658157419147,PayPal,Clothing,6,63,1,214,1,0
TR12541,1724,2046.3797601604463,PayPal,Electronics,4,66,0,334,10,1
TR12542,1232,896.6378396910286,Bank Transfer,Home & Kitchen,7,57,0,141,11,0
TR12543,1393,2749.659346764575,Bank Transfer,Clothing,9,58,0,202,10,1
TR12544,1500,2942.655948216848,Debit Card,Home & Kitchen,7,69,0,201,15,0
TR12545,1694,3181.0916233336156,PayPal,Clothing,6,22,0,239,21,1
TR12546,1250,2063.3686251629406,PayPal,Home & Kitchen,2,43,1,145,22,1
TR12547,1520,252.52069056453098,PayPal,Home & Kitchen,3,69,1,130,7,1
TR12548,1078,3137.332415518065,Credit Card,Home & Kitchen,7,54,1,164,16,1
TR12549,1051,4665.820469792189,Bank Transfer,Electronics,1,19,1,50,12,0
TR12550,1897,4788.217556243594,Debit Card,Clothing,1,67,1,76,2,1
TR12551,1920,2988.457985626463,PayPal,Clothing,3,18,0,331,19,1
TR12552,1780,109.23621959261477,PayPal,Books,5,21,0,91,7,0
TR12553,1225,539.1320194355733,PayPal,Books,3,45,1,271,9,0
TR12554,1050,4171.612723589519,Credit Card,Electronics,9,59,0,141,10,0
TR12555,1185,4150.4247438901775,Debit Card,Clothing,7,27,1,145,17,1
TR12556,1033,4730.617870289127,Debit Card,Books,2,32,0,45,9,1
TR12557,1802,2823.2343701053974,PayPal,Clothing,3,35,1,215,5,0
TR12558,1741,4320.443309397511,Debit Card,Books,3,63,0,331,19,0
TR12559,1130,4126.185759152568,Credit Card,Electronics,9,56,1,133,7,1
TR12560,1631,2951.2098229734297,PayPal,Books,7,29,0,125,14,0
TR12561,1442,3920.3513913015977,Bank Transfer,Electronics,3,25,1,129,16,1
TR12562,1837,637.2956171172325,Bank Transfer,Electronics,1,59,1,114,0,1
TR12563,1758,3199.6217568318,Debit Card,Home & Kitchen,4,18,0,30,10,0
TR12564,1431,4767.7202721225985,Bank Transfer,Electronics,5,52,1,266,14,1
TR12565,1703,818.1679172126447,Bank Transfer,Home & Kitchen,9,23,0,343,9,1
TR12566,1496,3722.7729821820053,PayPal,Clothing,4,63,1,75,8,1
TR12567,1402,1610.7211287434893,Credit Card,Electronics,2,33,0,188,19,1
TR12568,1322,4087.3485793519717,PayPal,Electronics,1,38,1,115,17,0
TR12569,1209,3489.0825591912812,Credit Card,Electronics,5,30,1,352,11,1
TR12570,1614,4631.60954545705,PayPal,Books,3,23,0,108,12,0
TR12571,1328,3562.5577442725375,Bank Transfer,Electronics,9,56,1,261,3,1
TR12572,1371,2057.449868864679,PayPal,Clothing,3,69,1,130,13,1
TR12573,1459,64.35374710672569,Debit Card,Home & Kitchen,3,46,0,278,21,0
TR12574,1132,3966.6553148864327,Debit Card,Clothing,2,19,1,239,2,0
TR12575,1834,2048.2401836104737,Credit Card,Home & Kitchen,3,66,1,339,11,0
TR12576,1650,3356.46413322595,Credit Card,Clothing,9,21,0,219,0,1
TR12577,1120,534.2817414296097,Credit Card,Books,7,37,0,362,22,1
TR12578,1605,4455.933493129299,Debit Card,Clothing,2,66,0,114,17,1
TR12579,1451,2183.9324090584605,PayPal,Clothing,3,25,0,266,15,0
TR12580,1964,4599.261751705322,Bank Transfer,Electronics,8,19,1,251,15,0
TR12581,1128,3538.01699463451,Credit Card,Books,8,21,1,312,19,1
TR12582,1090,616.0966878692856,PayPal,Books,1,58,1,355,12,1
TR12583,1603,2900.1911009044193,PayPal,Electronics,1,56,0,59,21,1
TR12584,1574,4550.5728952295185,Debit Card,Home & Kitchen,8,35,1,61,7,1
TR12585,1028,4001.8530938183226,Debit Card,Clothing,8,63,0,357,3,0
TR12586,1721,2095.7222338054876,Bank Transfer,Electronics,2,50,0,77,20,1
TR12587,1523,4775.771342296996,PayPal,Books,8,27,0,261,6,0
TR12588,1332,1350.1951421996187,Credit Card,Clothing,1,56,0,43,4,0
TR12589,1296,1881.7874395583958,Debit Card,Clothing,5,35,0,73,19,1
TR12590,1129,3751.073724701124,PayPal,Home & Kitchen,5,36,0,275,8,1
TR12591,1292,1172.1937405054252,Debit Card,Home & Kitchen,8,48,0,226,6,1
TR12592,1172,2581.718605098144,PayPal,Clothing,8,62,0,331,1,0
TR12593,1719,3646.65805861973,Debit Card,Clothing,4,32,1,241,16,1
TR12594,1943,3223.3991530503167,Credit Card,Clothing,2,69,1,226,8,0
TR12595,1023,785.2958714636314,Bank Transfer,Home & Kitchen,6,56,0,219,2,0
TR12596,1098,3152.0049774778945,Credit Card,Home & Kitchen,4,51,1,271,8,0
TR12597,1405,2867.8255387374847,Debit Card,Electronics,2,69,1,230,5,1
TR12598,1355,2793.645676945171,Debit Card,Home & Kitchen,9,37,0,58,17,0
TR12599,1138,4131.975460820859,Debit Card,Books,9,49,0,103,4,1
TR12600,1502,927.6411523998195,Credit Card,Books,7,69,0,114,5,1
TR12601,1825,3760.314275346803,Debit Card,Clothing,2,45,0,344,6,1
TR12602,1173,3807.0208284980586,Credit Card,Clothing,3,43,0,48,19,0
TR12603,1028,3616.000743508533,Debit Card,Home & Kitchen,9,56,0,241,17,1
TR12604,1930,2534.7818842590127,Bank Transfer,Books,8,55,1,223,19,0
TR12605,1495,1983.73835121131,Bank Transfer,Electronics,2,35,0,193,22,1
TR12606,1654,1979.439028763669,Debit Card,Home & Kitchen,5,63,1,306,13,1
TR12607,1827,3671.7054825717805,PayPal,Home & Kitchen,2,28,0,259,0,1
TR12608,1350,2494.504545888528,Credit Card,Books,1,60,1,46,18,1
